id,x,y
001AAN005121,1.1928804975476803,1.0207887915898148
001AAN005122,0.8746364040192321,0.29571902761282925
001AAN005123,0.8771237214035692,0.3092599338723024
001AAN005124,0.2800672567687251,0.10697932175010855
001AAN005125,0.01860160703584394,0.020083392058855443
001AAN005126,0.389854798446966,0.07941218589535856
001AAN005127,0.37710766483368513,0.09164514931710428
001AAN005128,0.06179766609340662,-0.10923989241989512
001AAN005129,0.05018263941687899,-0.14758722285004383
001AAN005130,0.8585614186635976,0.29660541010519986
001AAN005135,0.20579612240236372,-0.015761219104287343
001AAN005136,0.4301371324062572,0.4745200931311692
001AAN005137,0.4110204922873653,0.4746861363058511
001AAN005138,-0.048360822265621155,0.7321799751380558
001AAN005139,0.1824125221329277,0.3117502406965606
001AAN005140,0.03682395850173591,0.9216075191104803
001AAN005141,0.958504770057531,0.6229747434706122
001AAN005142,0.9497487337659818,0.3500404410492649
001AAN005143,0.6302946952067169,0.5415752984606351
001AAN005144,0.30250944520511963,0.25654256059887537
001AAN005145,0.9330783159359471,0.3491103592688755
001AAN005146,0.796078805376964,0.37311720173474067
001AAN005147,1.1979857372306497,1.0062759757516389
001AAN005148,0.9138300579412524,0.36569848857783044
001AAN005149,1.2147482551322646,1.0025364116490736
001AAN005150,0.8797053396928356,0.32278681548602733
001AAN005151,1.2170347374938881,0.9864735346783509
001AAN005152,0.9000030553156854,0.3185450074005469
001AAN005174,0.5333832376415965,0.4117684283903761
001AAN005175,0.9245075817203621,-0.02445021307522211
001AAN005176,0.9368598202553966,-0.03160421465271974
001AAN005200,1.23430102056019,0.29681222771456356
001AAN014010,1.0932787451530441,0.5295796978550846
001AAN014011,1.31854208665519,0.8743513226986016
001AAN014013,0.6839349201393095,1.07644131216227
001AAN014015,1.121731242964573,0.3489357592228807
001AAN014016,0.9224109178483463,0.049373537809564105
001ACL017001,1.1441622288547617,0.07386882056728052
001ACL017002,0.8454188149580676,0.7089919202004508
001ACL017003,1.0682652399904924,0.18249654455698036
001ACL017004,0.6800501029985836,-0.25430105216193744
001ACL017005,1.2498565706116724,0.1742832057032346
001ACL017006,0.706437686773435,-0.16484473391712676
001ACL017007,1.1642065678266573,0.03479411612490209
001ACL017008,1.121954971879405,0.02894774956584278
001ACL017009,1.2099281237319923,0.11616464585498568
001ACL017010,1.2325456315314836,0.10293975234342566
001ACL017011,1.0444383260962138,-0.005327036639768466
001ACL017012,1.2038081979305535,0.06489881249414421
001ACL017013,1.021144916333231,-0.0329643782059871
001ACL017014,1.2161168849940611,0.29980395367970475
001ACL017015,0.8963547503424306,-0.07650601585915935
001ACL017018,1.2814919789924886,0.3151431934608258
001ACL017019,1.1380959015965193,0.05659498820054578
001ACL017020,1.2922572226437643,0.17112897365465166
001ACL017021,1.2633632543935394,0.18430279916523226
001ACL017022,1.289355799411182,0.23700945943468027
001ACL017023,0.6562411572540481,-0.23234305858589271
001ACL017025,1.3274650420467657,0.28339203271152835
001ACL017028,0.7463976529749705,-0.21046936562821858
001ACL017029,1.1227641033191347,0.2083348708674235
001ACL017030,1.287136996334735,0.18355269899401933
001ACL017031,1.2744479468854581,0.23821513761250648
001ACL017032,1.011127580386166,0.08596527705912237
001ACL017033,1.3026334113399867,0.2479126550503323
001ACL018001,1.1651675695640296,0.08737887586903878
001ACL018002,0.9612644286034042,0.06459618788370343
001ACL018003,1.0682529565730157,0.8556366302968896
001ACL018004,1.0654907517037011,0.8702246188465078
001ACL019001,0.9689305850402002,-0.15392353111145005
001ACL019003,0.9193091486882036,-0.29683682787851773
001ACL019004,0.8710784880751656,-0.32189864726929374
001ACL019005,0.9482506536886429,-0.16760242021029864
001ACL019007,0.8737033089687684,-0.2748903770066209
001ACL019009,0.8660763657995781,-0.30783117426537926
001ACL019014,0.9049171222341947,-0.30554918951175863
001ACL019016,1.0061830087262942,-0.08174102165210258
001ACL019017,0.8645690716023136,-0.2915247543027718
001ACL019018,0.950736386269199,-0.12091402213886782
001ACL019019,0.934003573097059,-0.19542784631496463
001ACL019026,0.8994588476110728,-0.2628239367229919
001ACL019029,0.8467334614774625,-0.3145701458137916
001ACL019030,0.8889011726523487,-0.30584519439904495
001ACL019034,0.9182477959304676,-0.1991978144685679
001ACL019037,0.8972427703606409,-0.2892413693317822
001ACL019042,0.936949679017474,-0.1478493706237395
001ACL019043,0.8298587064177848,-0.30418324620185516
001ACL019053,0.8151353409332346,-0.30815763116571737
001ACL019059,0.8936672944548523,-0.27708229131014833
001ACL019066,0.9720146083062394,-0.11428301469239677
001ACL019069,0.850300012466253,-0.28539687591603613
001ACL019070,0.9182123930780217,-0.15438108977897266
001ACL019071,0.9194424759595399,-0.17205183350165262
001ACL019072,0.9188047492058715,-0.13229190802625265
001ACL019073,0.9829778195403179,-0.23936631804424502
001ACL019078,0.9513839449866038,-0.151147746521468
001ACL019093,0.9338089729751151,-0.12092869738550917
001ACL019096,0.7004541810340419,0.1376801298045307
001AE001001,0.32285698487133696,0.46878307409626924
001AE001002,0.5999581768406245,0.7025191368082321
001AE001003,0.7453868347949938,0.33557624932320435
001AF001001,0.7119196251024761,0.46136751782515345
001ALA011001,0.32565674253219423,0.6029394807448204
001ALA011002,0.336904184305144,0.5926458092726908
001ALA011003,0.24401605061935389,0.9713947248453147
001ALA011004,0.2843968042912392,0.9838312487576371
001ALA011005,0.2884522173523222,1.0110351671526838
001ALA011006,0.09140828792974916,1.2112690923500078
001ALA011007,0.26159292036270315,0.9778637610843011
001ALA011008,0.28177680716488035,0.9978571853573419
001ALA011009,0.11057781953016281,1.2265803431395597
001ALA011010,0.09000454768397256,1.2243342534815025
001ALA011011,0.06598144622951091,1.2362003194509326
001ALA011012,0.053913923121031875,1.2508984737010433
001ALA011013,0.05396462054328455,1.2260585903927512
001ALA011014,0.08441100342653349,1.2348712775851725
